alg,run,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC,time
3mm,-D NI=40 -D NJ=50 -D NK=60 -D NL=70 -D NM=80,27562,56,91,0,0,91,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27562,0,0,0,0,-56,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,4.976000
3mm,-D NI=55 -D NJ=65 -D NK=75 -D NL=85 -D NM=95,23644,49,335,35,0,370,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23644,0,0,0,0,-49,-35,0,0,-370,0,0,0,0,0,0,0,0,0,0,0,0,7.625000
3mm,-D NI=71 -D NJ=81 -D NK=91 -D NL=101 -D NM=111,2900,26,210,0,273994,210,149,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2900,0,0,0,0,-26,0,0,0,-210,0,0,0,0,0,0,0,0,0,0,0,0,14.383000
3mm,-D NI=86 -D NJ=96 -D NK=106 -D NL=116 -D NM=126,69176,39,1556,0,419773,1556,70,27,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69176,0,0,0,0,-39,0,0,0,-1556,0,0,0,0,0,0,0,0,0,0,0,0,21.597000
3mm,-D NI=102 -D NJ=112 -D NK=122 -D NL=132 -D NM=142,119,20,473,0,658609,473,56,0,0,4868,210,628157,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119,0,628157,628157,0,-20,0,0,0,-473,0,0,628157,0,0,0,0,0,0,0,0,0,33.243000
3mm,-D NI=117 -D NJ=127 -D NK=137 -D NL=147 -D NM=157,25705,34,229,0,935856,229,182,0,0,6481,126,949290,268,-19615,19844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25705,0,949558,949290,268,-34,0,0,0,-229,0,0,949290,268,0,0,0,0,0,0,0,0,46.949000
3mm,-D NI=133 -D NJ=143 -D NK=153 -D NL=163 -D NM=173,55953,30,3448,0,1328943,3448,421,0,0,10747,153,1702127,4759,-22285,25733,24,10286349,10238732,72780,0,10286349,0,0,0,0,0,0,0,0,0,-55953,0,1706886,1702127,4759,-30,0,0,0,-3448,0,0,1702127,4759,0,0,0,0,0,0,0,0,67.150000
3mm,-D NI=148 -D NJ=158 -D NK=168 -D NL=178 -D NM=188,74067,25,1430,0,1714117,1430,253,0,0,12399,160,1872396,641,-24169,25599,21,13542602,13549554,85257,85245,13457347,515028444,510495860,80499089,240282493,0,0,0,0,0,-74067,0,1873037,1872396,641,-25,0,0,0,-1430,0,0,1872396,641,0,0,80499089,80499089,80499089,0,0,0,87.309000
3mm,-D NI=164 -D NJ=174 -D NK=184 -D NL=194 -D NM=204,64751,32,8197,0,2353868,8197,209,0,0,19667,269,2479637,3250,-22315,30512,28,17883703,17879053,87157,87270,17796383,678896599,673602072,106561143,319130808,35696417,18016679,0,188157828,372412053,386688541,386753292,2482887,2479637,3250,-32,0,0,0,-8197,386753292,0,2479637,3250,0,0,106561143,106561143,106561143,0,0,0,115.608000
3mm,-D NI=180 -D NJ=190 -D NK=200 -D NL=210 -D NM=220,2991411,711,4482,32,3083433,4514,422,0,0,23444,514,3111506,756,-38317,42831,36,23196980,23180464,104716,104815,23092109,879822402,874027264,138258277,414076827,46275888,23295039,0,244739917,484650181,502556413,505547824,3112262,3111506,756,484633207,188,484633918,220,3111298,990181742,3115812,3111726,756,115214111,0,138258277,138258277,138258277,0,0,484316362,149.331000
doitgen,-D NQ=20 -D NR=25 -D NP=30,1035,46,52,0,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1035,0,0,0,0,-46,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,3.168000
doitgen,-D NQ=22 -D NR=27 -D NP=33,2520,52,315,0,0,315,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2520,0,0,0,0,-52,0,0,0,-315,0,0,0,0,0,0,0,0,0,0,0,0,4.914000
doitgen,-D NQ=24 -D NR=30 -D NP=36,512,21,135,21,0,156,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,-21,-21,0,0,-156,0,0,0,0,0,0,0,0,0,0,0,0,7.171000
doitgen,-D NQ=26 -D NR=33 -D NP=40,2348,32,327,64,0,391,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2348,0,0,0,0,-32,-64,0,0,-391,0,0,0,0,0,0,0,0,0,0,0,0,9.110000
doitgen,-D NQ=28 -D NR=36 -D NP=43,1520,56,12,12,8586,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1520,0,0,0,0,-56,-12,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,12.380000
doitgen,-D NQ=31 -D NR=38 -D NP=46,1567,22,385,1,9619,386,108,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1567,0,0,0,0,-22,-1,0,0,-386,0,0,0,0,0,0,0,0,0,0,0,0,15.771000
doitgen,-D NQ=33 -D NR=41 -D NP=50,5130,34,2204,0,16736,2204,175,28,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5130,0,0,0,0,-34,0,0,0,-2204,0,0,0,0,0,0,0,0,0,0,0,0,23.076000
doitgen,-D NQ=35 -D NR=44 -D NP=53,659,25,1027,0,28596,1027,79,0,0,1079,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-659,0,0,0,0,-25,0,0,0,-1027,0,0,0,0,0,0,0,0,0,0,0,0,28.034000
doitgen,-D NQ=37 -D NR=47 -D NP=56,1027,33,854,0,39702,854,59,0,0,313,214,134177,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1027,0,134177,134177,0,-33,0,0,0,-854,0,0,134177,0,0,0,0,0,0,0,0,0,33.778000
doitgen,-D NQ=40 -D NR=50 -D NP=60,7639,30,944,0,87545,944,79,0,0,391,31,147185,96,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7639,0,147281,147185,96,-30,0,0,0,-944,0,0,147185,96,0,0,0,0,0,0,0,0,44.262000
covariance,-D M=80 -D N=100,17182,56,41,0,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17182,0,0,0,0,-56,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,2.622000
covariance,-D M=97 -D N=117,47362,44,45,0,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47362,0,0,0,0,-44,0,0,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,4.095000
covariance,-D M=115 -D N=135,2315,41,53,16,0,69,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2315,0,0,0,0,-41,-16,0,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,6.572000
covariance,-D M=133 -D N=153,38623,27,535,12,191334,547,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38623,0,0,0,0,-27,-12,0,0,-547,0,0,0,0,0,0,0,0,0,0,0,0,9.666000
covariance,-D M=151 -D N=171,94482,25,32,15,349784,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94482,0,0,0,0,-25,-15,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,13.680000
covariance,-D M=168 -D N=188,61317,53,1115,0,421265,1115,225,581,0,0,0,0,0,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61317,0,0,0,0,-53,0,0,0,-1115,0,0,0,0,0,0,0,0,0,0,0,0,21.759000
covariance,-D M=186 -D N=206,43882,34,443,0,820950,443,96,502,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43882,0,0,0,0,-34,0,0,0,-443,0,0,0,0,0,0,0,0,0,0,0,0,24.901000
covariance,-D M=204 -D N=224,64328,29,106,0,1038167,106,77,632,0,2383,260,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64328,0,0,0,0,-29,0,0,0,-106,0,0,0,0,0,0,0,0,0,0,0,0,31.747000
covariance,-D M=222 -D N=242,6741,24,735,11,2249629,746,269,1598,0,21681,30,2152567,25011,-29523,30269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6741,0,2177578,2152567,25011,-24,-11,0,0,-746,0,0,2152567,25011,0,0,0,0,0,0,0,0,41.670000
covariance,-D M=240 -D N=260,362931,37,2006,16,9673174,2022,200,2877,0,38273,55,9828574,29434,-33061,35083,20,7782106,7797086,0,0,7782106,0,0,0,0,0,0,0,0,0,-362931,0,9858008,9828574,29434,-37,-16,0,0,-2022,0,0,9828574,29434,0,0,0,0,0,0,0,0,56.344000
symm,-D M=60 -D N=80,30081,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30081,0,0,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.009000
symm,-D M=75 -D N=97,61699,42,548,0,0,548,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61699,0,0,0,0,-42,0,0,0,-548,0,0,0,0,0,0,0,0,0,0,0,0,3.485000
symm,-D M=91 -D N=115,7029,23,63,29,0,92,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7029,0,0,0,0,-23,-29,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,5.816000
symm,-D M=106 -D N=133,1197,23,31,8,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1197,0,0,0,0,-23,-8,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,8.784000
symm,-D M=122 -D N=151,4554,23,177,1,310444,178,397,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4554,0,0,0,0,-23,-1,0,0,-178,0,0,0,0,0,0,0,0,0,0,0,0,13.317000
symm,-D M=137 -D N=168,1033,21,2245,2,415317,2247,73,25,0,0,0,0,0,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,0,0,0,0,-21,-2,0,0,-2247,0,0,0,0,0,0,0,0,0,0,0,0,19.810000
symm,-D M=153 -D N=186,83989,22,1774,3,944867,1777,102,13,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83989,0,0,0,0,-22,-3,0,0,-1777,0,0,0,0,0,0,0,0,0,0,0,0,25.190000
symm,-D M=168 -D N=204,49485,25,1379,0,758830,1379,180,0,0,1999,274,0,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49485,0,0,0,0,-25,0,0,0,-1379,0,0,0,0,0,0,0,0,0,0,0,0,33.255000
symm,-D M=184 -D N=222,50045,34,2962,12,1008752,2974,207,0,0,17205,41,1553815,1375,-771270,774244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50045,0,1555190,1553815,1375,-34,-12,0,0,-2974,0,0,1553815,1375,0,0,0,0,0,0,0,0,42.631000
symm,-D M=200 -D N=240,6115,31,6568,0,1352631,6568,708,0,0,9116,45,8009879,1877,-4640030,4646598,15,4704860,4696462,24779,24054,4704860,0,0,0,0,0,0,0,0,0,-6115,0,8011756,8009879,1877,-31,0,0,0,-6568,0,0,8009879,1877,0,0,0,0,0,0,0,0,62.785000
bicg,-D M=116 -D N=124,2113,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2113,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707000
bicg,-D M=146 -D N=155,3269,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3269,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860000
bicg,-D M=176 -D N=187,4506,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4506,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299000
bicg,-D M=207 -D N=219,6101,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6101,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576000
bicg,-D M=237 -D N=251,7868,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7868,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183000
bicg,-D M=268 -D N=282,9958,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9958,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.345000
bicg,-D M=298 -D N=314,9669,40,154,0,0,154,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9669,0,0,0,0,-40,0,0,0,-154,0,0,0,0,0,0,0,0,0,0,0,0,2.813000
bicg,-D M=329 -D N=346,14277,49,1089,0,0,1089,0,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14277,0,0,0,0,-49,0,0,0,-1089,0,0,0,0,0,0,0,0,0,0,0,0,3.389000
bicg,-D M=359 -D N=378,17464,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17464,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001000
bicg,-D M=390 -D N=410,183,37,2069,0,0,2069,0,0,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183,0,0,0,0,-37,0,0,0,-2069,0,0,0,0,0,0,0,0,0,0,0,0,4.661000
2mm,-D NI=40 -D NJ=50 -D NK=70 -D NL=80,10043,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10043,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.566000
2mm,-D NI=55 -D NJ=65 -D NK=85 -D NL=95,49171,49,488,0,0,488,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49171,0,0,0,0,-49,0,0,0,-488,0,0,0,0,0,0,0,0,0,0,0,0,4.811000
2mm,-D NI=71 -D NJ=81 -D NK=101 -D NL=111,59954,41,30,64,0,94,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59954,0,0,0,0,-41,-64,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,0,9.000000
2mm,-D NI=86 -D NJ=96 -D NK=116 -D NL=126,118808,30,4120,42,261103,4162,0,0,0,0,0,0,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118808,0,0,0,0,-30,-42,0,0,-4162,0,0,0,0,0,0,0,0,0,0,0,0,14.429000
2mm,-D NI=102 -D NJ=112 -D NK=132 -D NL=142,35767,26,2421,14,418802,2435,63,16,0,0,0,0,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35767,0,0,0,0,-26,-14,0,0,-2435,0,0,0,0,0,0,0,0,0,0,0,0,21.941000
2mm,-D NI=117 -D NJ=127 -D NK=147 -D NL=157,15486,22,2886,13,581081,2899,68,0,0,2073,0,0,0,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15486,0,0,0,0,-22,-13,0,0,-2899,0,0,0,0,0,0,0,0,0,0,0,0,31.014000
2mm,-D NI=133 -D NJ=143 -D NK=163 -D NL=173,73673,30,12835,31,853273,12866,123,0,0,1251,21,863390,38,5539,7327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73673,0,863428,863390,38,-30,-31,0,0,-12866,0,0,863390,38,0,0,0,0,0,0,0,0,43.324000
2mm,-D NI=148 -D NJ=158 -D NK=178 -D NL=188,11537,18,916,0,1077391,916,41,0,0,6900,20,1134215,6,-8119,9035,27,8916950,8897343,0,0,8916950,0,0,0,0,0,0,0,0,0,-11537,0,1134221,1134215,6,-18,0,0,0,-916,0,0,1134215,6,0,0,0,0,0,0,0,0,57.470000
2mm,-D NI=164 -D NJ=174 -D NK=194 -D NL=204,22626,23,5672,0,1482182,5672,206,0,0,15938,232,1555166,0,-7499,13171,46,11878254,11901533,67637,67674,11810547,445084872,441537715,50488923,0,0,0,0,0,0,-22626,0,1555166,1555166,0,-23,0,0,0,-5672,0,0,1555166,0,0,0,50488923,50488923,50488923,0,0,0,76.392000
2mm,-D NI=180 -D NJ=190 -D NK=210 -D NL=220,59662,29,7549,40,1962808,7589,329,0,0,16301,342,1987686,1585,-17468,25057,36,15438526,15448540,81030,81045,15357502,586561048,582812908,92239393,273165038,30423515,15380231,0,0,0,-59662,0,1989271,1987686,1585,-29,-40,0,0,-7589,0,0,1987686,1585,0,0,92239393,92239393,92239393,0,0,0,98.768000
nussinov,-D N=180,2545,61,1105,78,0,1183,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2545,0,0,0,0,-61,-78,0,0,-1183,0,0,0,0,0,0,0,0,0,0,0,0,6.559000
nussinov,-D N=215,1746,25,730,39,124894,769,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1746,0,0,0,0,-25,-39,0,0,-769,0,0,0,0,0,0,0,0,0,0,0,0,10.821000
nussinov,-D N=251,1251,33,521,0,203058,521,229,167,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1251,0,0,0,0,-33,0,0,0,-521,0,0,0,0,0,0,0,0,0,0,0,0,17.410000
nussinov,-D N=286,522,39,686,2,289565,688,150,14,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-522,0,0,0,0,-39,-2,0,0,-688,0,0,0,0,0,0,0,0,0,0,0,0,24.879000
